英文檔案名	中文檔案名	適用年分開始	適用年份結束	英文欄位	中文欄位	資料型態	長度	起始位置	迄末位置	資料描述
LIC	執業資料紀錄檔			PRSN_TYPE	醫事人員類別	C	1	84	84	
LIC	執業資料紀錄檔			LIC_STATUS	執業狀況	C	1	85	85	0：未執業1：開業2：執業N：錯誤資料
LIC	執業資料紀錄檔			CANCEL_REASON	執業執照註銷原因	C	1	86	86	1：歇業2：死亡3：公告撤銷4：資格變更5：場所變更6：其他7：特別變更8：負責人變更9：離職未辦理
LIC	執業資料紀錄檔			STOP_S_YM	停業起始年月	C	8	87	94	YYYYMMDD
LIC	執業資料紀錄檔			STOP_E_YM	停業結束年月	C	8	95	102	YYYYMMDD
LIC	執業資料紀錄檔			VALID_S_DATE	生效起日	C	8	103	110	YYYYMMDD
LIC	執業資料紀錄檔			VALID_E_DATE	生效迄日	C	8	111	118	YYYYMMDD
OO	門診處方醫令明細檔	86	95	FEE_YM	費用年月	C	6	1	6	YYYYMM
OO	門診處方醫令明細檔	86	95	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
OO	門診處方醫令明細檔	86	95	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為其權屬別
OO	門診處方醫令明細檔	86	95	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD(西元年)
OO	門診處方醫令明細檔	86	95	CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
OO	門診處方醫令明細檔	86	95	SEQ_NO	流水號	N	6	52	57	右靠不足補0，依案件分類之類別分別連續編號，本欄與門診處方及治療同筆資料之流水號一致
OO	門診處方醫令明細檔	86	95	ORDER_TYPE	醫令類別	C	1	58	58	0：診察費1：用藥明細2：診療明細3：特殊材料4：不得另計價之藥品或診療項目，請參考代碼說明之「特定項目治療代號」。(5：EPO注射6：HCT檢驗)7：代檢(95/7刪除)8：器官捐贈9：藥事服務
OO	門診處方醫令明細檔	86	95	DRUG_NO	葯品(項目)代號	C	12	59	70	填寫全民健保用藥品代碼或醫療費用支付標準碼或特殊材料代碼詳情請自健保署之醫事機構專區網頁查詢(http：//www.nhi.gov.tw/)。
OO	門診處方醫令明細檔	86	95	DRUG_USE	葯品用量(診療部位)	C	6	71	76	依全民健康保險藥品使用標準碼之原則輸入，若醫令為藥品時，此欄為必要欄位，(填藥品一次之劑量)，右靠不足前補0
OO	門診處方醫令明細檔	86	95	DRUG_FRE	葯品使用頻率(支付成數)	C	18	77	94	本欄左靠不足補空白，依全民健康保險藥品使用標準碼之原則輸入，若醫令為藥品時，此欄為必要欄位
OO	門診處方醫令明細檔	86	95	UNIT_PRICE	單價	N	10	95	104	1234567.89
OO	門診處方醫令明細檔	86	95	TOTAL_QTY	總量	N	7	105	111	12345.6
OO	門診處方醫令明細檔	86	95	TOTAL_AMT	點數	N	8	112	119	右靠不足補0
OO	門診處方醫令明細檔	96	100	FEE_YM	費用年月	C	6	1	6	YYYYMM
OO	門診處方醫令明細檔	96	100	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
OO	門診處方醫令明細檔	96	100	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為其權屬別
OO	門診處方醫令明細檔	96	100	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD(西元年)
OO	門診處方醫令明細檔	96	100	CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
OO	門診處方醫令明細檔	96	100	SEQ_NO	流水號	N	6	52	57	右靠不足補0，依案件分類之類別分別連續編號，本欄與門診處方及治療同筆資料之流水號一致
OO	門診處方醫令明細檔	96	100	ORDER_TYPE	醫令類別	C	1	58	58	0：診察費1：用藥明細2：診療明細3：特殊材料4：不得另計價之藥品或診療項目，請參考代碼說明之「特定項目治療代號」。(5：EPO注射6：HCT檢驗)7：代檢(95/7刪除)8：器官捐贈9：藥事服務A：急診治療起迄時間(99/4增訂)
OO	門診處方醫令明細檔	96	100	DRUG_NO	葯品(項目)代號	C	12	59	70	填寫全民健保用藥品代碼或醫療費用支付標準碼或特殊材料代碼或急診治療起迄時間之代碼(如註2)詳情請自健保署之醫事機構專區網頁查詢(http：//www.nhi.gov.tw/)。
OO	門診處方醫令明細檔	96	100	DRUG_USE	葯品用量(診療部位)	C	6	71	76	依全民健康保險藥品使用標準碼之原則輸入，若醫令為藥品時，此欄為必要欄位，(填藥品一次之劑量)，右靠不足前補0
OO	門診處方醫令明細檔	96	100	DRUG_FRE	葯品使用頻率(支付成數)	C	18	77	94	本欄左靠不足補空白，依全民健康保險藥品使用標準碼之原則輸入，若醫令為藥品時，此欄為必要欄位若醫令類別為A：急診治療起迄時間，此欄為必要欄位
OO	門診處方醫令明細檔	96	100	UNIT_PRICE	單價	N	10	95	104	1234567.89
OO	門診處方醫令明細檔	96	100	TOTAL_QTY	總量	N	7	105	111	12345.6
OO	門診處方醫令明細檔	96	100	TOTAL_AMT	點數	N	8	112	119	右靠不足補0
OO	門診處方醫令明細檔	96	100	ORDER_SEQ_NO	醫令序號	N	5	120	124	右靠不足補0，96年以後資料新增欄位
OO	門診處方醫令明細檔	101		FEE_YM	費用年月	C	6	1	6	YYYYMM
OO	門診處方醫令明細檔	101		APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
OO	門診處方醫令明細檔	101		HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為其權屬別
OO	門診處方醫令明細檔	101		APPL_DATE	申報日期	C	8	42	49	YYYYMMDD(西元年)
OO	門診處方醫令明細檔	101		CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
OO	門診處方醫令明細檔	101		SEQ_NO	流水號	N	6	52	57	右靠不足補0，依案件分類之類別分別連續編號，本欄與門診處方及治療同筆資料之流水號一致
OO	門診處方醫令明細檔	101		ORDER_TYPE	醫令類別	C	1	58	58	0：診察費1：用藥明細2：診療明細3：特殊材料4：不得另計價之藥品或診療項目，請參考代碼說明之「特定項目治療代號」。(5：EPO注射6：HCT檢驗)7：代檢(95/7刪除)8：器官捐贈9：藥事服務A：急診治療起迄時間(99/4增訂)D：被替代之特材項E：自費特材項目-未支付F：自費特材項目-不符給付規定
OO	門診處方醫令明細檔	101		DRUG_NO	葯品(項目)代號	C	12	59	70	填寫全民健保藥品或醫療費用支付標準碼或特殊材料代碼或急診治療起迄時間之代碼(如註2)詳情請自健保署之醫事機構專區網頁查詢(http：//www.nhi.gov.tw/)。
OO	門診處方醫令明細檔	101		DRUG_USE	葯品用量	C	9	71	79	依全民健康保險藥品使用標準碼之原則輸入，若醫令為藥品時，此欄為必要欄位，(填藥品一次之劑量)，右靠不足前補0
OO	門診處方醫令明細檔	101		DRUG_FRE	葯品使用頻率	C	18	80	97	本欄左靠不足補空白，依全民健康保險藥品使用標準碼之原則輸入，若醫令為藥品時，此欄為必要欄位
OO	門診處方醫令明細檔	101		UNIT_PRICE	單價	N	10	98	107	1234567.89
OO	門診處方醫令明細檔	101		TOTAL_QTY	總量	N	7	108	114	12345.6
OO	門診處方醫令明細檔	101		TOTAL_AMT	點數	N	8	115	122	右靠不足補0
OO	門診處方醫令明細檔	101		REL_MODE	調劑方式	C	1	123	123	請參考代碼說明B-65之「處方調劑方式」
OO	門診處方醫令明細檔	101		EXE_S_DATE	執行時間-起	C	16	124	139	YYYYMMDDHH：MM：SS係填報醫令實際執行時間-起，詳註4。
OO	門診處方醫令明細檔	101		EXE_E_DATE	執行時間-迄	C	16	140	155	YYYYMMDDHH：MM：SS係填報醫令實際執行時間-迄，詳註5。
OO	門診處方醫令明細檔	101		PAY_RATE	支付成數	N	10	156	165	12345.6789此欄表示全民健保醫療費用支付標準表規定之診療項目有加成或折扣者，按成數填報，取至小數點下二位，第三位四捨五入(如：加二成表示為120，無加成為100，打八折為080)，其它無加成填100
OO	門診處方醫令明細檔	101		CURE_PATH	診療之部位	C	30	166	195	若醫令為診療時，牙科為必要欄位，標示牙齒部位(牙齒部位編碼，請參照FDI及註3牙位表示法)，每次醫令最多填三個編碼。若醫令代碼為代碼說明之「診療部位申報方式」者，則此欄為必要欄位。診療之部位代碼：右側填R、左側填L、雙側填B。左靠不足補空白，中醫免填
PER	醫事人員基本資料檔			PRSN_ID	醫事人員身分證號	C	32	1	32	已轉碼
PER	醫事人員基本資料檔			BIRTHDAY	出生年月	C	8	33	40	YYYYMM，左靠不足補空白
PER	醫事人員基本資料檔			PRSN_SEX	性別	C	4	41	44	
PER	醫事人員基本資料檔			WORK_STATUS	執業狀況	C	1	45	45	0：未執業1：開業2：執業3：錯誤資料N：錯誤資料
PER	醫事人員基本資料檔			LINC_DATE	執照核發日期	C	8	46	53	YYYYMMDD執業執照核發日期
PER	醫事人員基本資料檔			WORK_PLACE	執業場所	C	34	54	87	已轉碼，亦即醫事機構代號，後2碼為權屬別，參考代碼說明B-4之「權屬及型態別其代號與名稱」。
PER	醫事人員基本資料檔			PRSN_TYPE	醫事人員類別	C	1	88	88	請參考代碼說明B-10之「醫事人員類別」3：錯誤資料
PER	醫事人員基本資料檔			STOP_S_YM	停業起始年月	C	8	89	96	YYYYMMDD
PER	醫事人員基本資料檔			STOP_E_YM	停業結束年月	C	8	97	104	YYYYMMDD
PER	醫事人員基本資料檔			AGAIN_S_YM	復業起始年月	C	8	105	112	YYYYMMDD
PER	醫事人員基本資料檔			BRANCH_CODE	分局別	C	8	113	113	1：台北分局2：北區分局3：中區分局4：南區分局5：高屏分局6：東區分局
PER	醫事人員基本資料檔			VALID_S_DATE	生效起日	C	8	114	121	醫事人員於該執業場所之生效起日
PER	醫事人員基本資料檔			VALID_E_DATE	生效迄日	C	8	122	129	醫事人員於該執業場所之生效迄日
PER	醫事人員基本資料檔			PRSN_CNT	醫事人員總人數	N	6	130	135	僅供參考(93.07已不使用)
